GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1262700,1818773,2024-08-11
570,2,693519,1295114,2024-08-11
2923300,3,398830,917272,2024-08-11
578080,4,674658,3257248,2024-08-11
1172470,5,257184,624473,2024-08-11
2139460,6,157900,231668,2024-08-11
218,7,196431,221857,2024-08-11
1245620,8,131570,953426,2024-08-11
1203220,9,261939,385770,2024-08-11
271590,10,170187,364548,2024-08-11
1938090,11,91145,491670,2024-08-11
1086940,12,103726,875343,2024-08-11
431960,13,115374,150375,2024-08-11
440,14,90740,253997,2024-08-11
252490,15,133004,245243,2024-08-11
413150,16,107082,236614,2024-08-11
251570,17,98536,125419,2024-08-11
238960,18,125131,229337,2024-08-11
2074920,19,83178,264860,2024-08-11
1782210,20,58700,75967,2024-08-11
359550,21,64422,201933,2024-08-11
236390,22,100266,121318,2024-08-11
1085660,23,52061,316750,2024-08-11
289070,24,66451,162657,2024-08-11
230410,25,58852,189837,2024-08-11
438100,26,44767,52956,2024-08-11
553850,27,50176,458709,2024-08-11
381210,28,55631,105093,2024-08-11
2195250,29,69059,107359,2024-08-11
436150,30,42190,47136,2024-08-11
39210,31,44508,95150,2024-08-11
2357570,32,45963,75608,2024-08-11
550,33,34225,162399,2024-08-11
3016800,34,51382,51382,2024-08-11
1281930,35,43207,47602,2024-08-11
1623730,36,43900,2101867,2024-08-11
2252570,37,65209,89478,2024-08-11
582010,38,52595,334684,2024-08-11
394360,39,53549,78108,2024-08-11
1222670,40,41578,96328,2024-08-11
322330,41,49354,115925,2024-08-11
221100,42,53538,73418,2024-08-11
1174180,43,40266,77655,2024-08-11
2977660,44,27627,90669,2024-08-11
105600,45,37701,489886,2024-08-11
108600,46,32339,65505,2024-08-11
304930,47,29812,112703,2024-08-11
346110,48,38621,248405,2024-08-11
1366800,49,33581,35101,2024-08-11
1449850,50,29789,262689,2024-08-11
2344520,51,32567,39782,2024-08-11
294100,52,28665,62257,2024-08-11
1091500,53,31350,1054388,2024-08-11
377160,54,29814,472962,2024-08-11
489830,55,28961,69906,2024-08-11
1599340,56,27641,1325305,2024-08-11
2016590,57,24611,57164,2024-08-11
275850,58,28674,212613,2024-08-11
218620,59,20974,247709,2024-08-11
252950,60,26220,147632,2024-08-11
4000,61,33006,73863,2024-08-11
1142710,62,28633,166754,2024-08-11
480,63,42978,102705,2024-08-11
739630,64,26782,112717,2024-08-11
261550,65,28893,248216,2024-08-11
1966720,66,18398,240817,2024-08-11
892970,67,29725,502387,2024-08-11
1238810,68,36783,116104,2024-08-11
813780,69,21976,38725,2024-08-11
3047030,70,38647,38782,2024-08-11
960090,71,20945,53943,2024-08-11
1623660,72,17757,97173,2024-08-11
2448970,73,22570,39325,2024-08-11
1973530,74,17792,38950,2024-08-11
1364780,75,24585,70573,2024-08-11
548430,76,24294,54160,2024-08-11
250900,77,21183,70701,2024-08-11
2399830,78,17482,98047,2024-08-11
8930,79,19759,91363,2024-08-11
1158310,80,21936,98872,2024-08-11
646570,81,17135,33086,2024-08-11
2073850,82,16251,242619,2024-08-11
227300,83,39962,69754,2024-08-11
2709570,84,30472,30472,2024-08-11
582660,85,16967,60395,2024-08-11
2338770,86,18445,30363,2024-08-11
232090,87,12653,69987,2024-08-11
311210,88,12831,63681,2024-08-11
513710,89,20195,68322,2024-08-11
322170,90,19165,88346,2024-08-11
281990,91,15632,68602,2024-08-11
1454400,92,13456,67867,2024-08-11
1248130,93,35855,105636,2024-08-11
594650,94,21551,45091,2024-08-11
629520,95,18743,21920,2024-08-11
427520,96,17976,34700,2024-08-11
292030,97,22786,103329,2024-08-11
236850,98,20126,48165,2024-08-11
457140,99,15405,27486,2024-08-11
386360,100,11585,31169,2024-08-11
1517290,101,16112,107376,2024-08-11
291550,102,16134,34816,2024-08-11
306130,103,16041,49234,2024-08-11
284160,104,18582,26844,2024-08-11
2709440,105,18743,20524,2024-08-11
107410,106,19644,56679,2024-08-11
2349820,107,12855,37249,2024-08-11
393380,108,18270,35151,2024-08-11
1238840,109,19592,53714,2024-08-11
632360,110,10125,71548,2024-08-11
1151340,111,12817,73368,2024-08-11
240,112,15697,100056,2024-08-11
1905180,113,17160,20080,2024-08-11
216150,114,9627,13850,2024-08-11
1172620,115,16567,66906,2024-08-11
255710,116,13302,60386,2024-08-11
1237970,117,11240,27631,2024-08-11
270880,118,10123,19153,2024-08-11
397540,119,9607,93820,2024-08-11
1049590,120,19599,52853,2024-08-11
1920960,121,11729,85551,2024-08-11
1293830,122,17351,75689,2024-08-11
766570,123,15598,24544,2024-08-11
1466860,124,15370,73928,2024-08-11
814380,125,12487,125315,2024-08-11
2567870,126,15322,94480,2024-08-11
2426960,127,13060,22281,2024-08-11
1551360,128,15560,81096,2024-08-11
2142790,129,9447,9447,2024-08-11
1446780,130,13210,231360,2024-08-11
3076520,131,8059,8563,2024-08-11
1476970,132,9736,13048,2024-08-11
761890,133,12806,27227,2024-08-11
2526380,134,9153,9914,2024-08-11
529340,135,12117,70100,2024-08-11
1818450,136,24906,38437,2024-08-11
2291060,137,10558,18641,2024-08-11
1325860,138,16403,16688,2024-08-11
2379780,139,8328,37977,2024-08-11
286160,140,8367,37198,2024-08-11
2670630,141,9997,51363,2024-08-11
526870,142,12102,34238,2024-08-11
945360,143,8658,447476,2024-08-11
552990,144,11080,411338,2024-08-11
949230,145,11316,104697,2024-08-11
1778820,146,8978,49977,2024-08-11
1665460,147,11487,21316,2024-08-11
1144200,148,8228,55174,2024-08-11
244210,149,13658,19661,2024-08-11
2707930,150,9533,12607,2024-08-11
1329410,151,13797,39075,2024-08-11
1283970,152,8698,8698,2024-08-11
2141910,153,8110,12058,2024-08-11
1203620,154,10689,160405,2024-08-11
1326470,155,10451,414257,2024-08-11
714010,156,10688,15141,2024-08-11
1716740,157,9040,330723,2024-08-11
1687950,158,9385,35474,2024-08-11
990080,159,10164,879308,2024-08-11
1812620,160,7219,8794,2024-08-11
2855560,161,8466,9508,2024-08-11
1593500,162,7481,73529,2024-08-11
1422450,163,12008,12008,2024-08-11
686810,164,8098,18280,2024-08-11
376210,165,7911,11973,2024-08-11
49520,166,6693,124678,2024-08-11
367520,167,7583,20324,2024-08-11
976730,168,6048,161024,2024-08-11
648800,169,10539,101096,2024-08-11
10,170,13961,319586,2024-08-11
365670,171,8841,10654,2024-08-11
1904540,172,10726,83715,2024-08-11
374320,173,7783,129975,2024-08-11
1604030,174,8000,150645,2024-08-11
779340,175,7734,192298,2024-08-11
1158160,176,7220,15418,2024-08-11
1250410,177,9100,61829,2024-08-11
1426210,178,15454,32685,2024-08-11
2215430,179,7380,77154,2024-08-11
1868140,180,7131,98480,2024-08-11
1997040,181,9764,18967,2024-08-11
2646460,182,8299,46833,2024-08-11
22380,183,5627,51038,2024-08-11
1267910,184,5693,11867,2024-08-11
1118200,185,7640,17015,2024-08-11
440900,186,7628,53402,2024-08-11
233860,187,7715,10971,2024-08-11
2050650,188,6131,168191,2024-08-11
1973710,189,6235,20201,2024-08-11
700330,190,9295,13908,2024-08-11
1009850,191,4533,5049,2024-08-11
304390,192,5804,225831,2024-08-11
899770,193,6592,264708,2024-08-11
444200,194,14475,56669,2024-08-11
1240440,195,4510,272586,2024-08-11
1794680,196,5349,77061,2024-08-11
2881650,197,5471,204439,2024-08-11
1361210,198,5170,108395,2024-08-11
1599600,199,4477,12460,2024-08-11
1468810,200,6170,184171,2024-08-11
1282100,201,5379,110856,2024-08-11
262060,202,5682,20064,2024-08-11
1145360,203,5319,54240,2024-08-11
1919590,204,6030,59006,2024-08-11
812140,205,6781,62069,2024-08-11
933110,206,5877,20146,2024-08-11
431730,207,4789,5165,2024-08-11
435150,208,6359,93701,2024-08-11
1909840,209,5488,6340,2024-08-11
444090,210,5303,60743,2024-08-11
242760,211,6517,78097,2024-08-11
244850,212,6218,23888,2024-08-11
2321470,213,5936,56943,2024-08-11
48700,214,6051,33054,2024-08-11
1432860,215,4341,12706,2024-08-11
1366540,216,4952,59815,2024-08-11
1286830,217,5880,34210,2024-08-11
1677740,218,8124,43705,2024-08-11
2445690,219,9033,20280,2024-08-11
1568590,220,19730,702845,2024-08-11
1818750,221,3805,153433,2024-08-11
264710,222,5134,51156,2024-08-11
3590,223,4401,16225,2024-08-11
268500,224,4846,133022,2024-08-11
1942280,225,5388,32216,2024-08-11
1659040,226,5317,9043,2024-08-11
214950,227,6093,118240,2024-08-11
2638370,228,4811,6995,2024-08-11
1260320,229,5586,104174,2024-08-11
518790,230,5276,23612,2024-08-11
359320,231,5445,28923,2024-08-11
962130,232,4690,32012,2024-08-11
1328670,233,4959,59817,2024-08-11
1258080,234,4774,7990,2024-08-11
1063730,235,4348,913634,2024-08-11
1062090,236,4818,12354,2024-08-11
1149460,237,4989,52501,2024-08-11
1147690,238,3678,8032,2024-08-11
977400,239,4084,7340,2024-08-11
239140,240,5470,45876,2024-08-11
1384160,241,3391,31156,2024-08-11
427410,242,3175,21753,2024-08-11
985810,243,4176,79883,2024-08-11
2808930,244,4759,5211,2024-08-11
1284210,245,4844,8324,2024-08-11
2420110,246,5110,40462,2024-08-11
627690,247,3661,18578,2024-08-11
1222680,248,4466,86196,2024-08-11
494840,249,6052,7201,2024-08-11
380600,250,5802,9926,2024-08-11
221380,251,3798,27927,2024-08-11
2051620,252,4779,5404,2024-08-11
8500,253,4160,10627,2024-08-11
460930,254,3816,45704,2024-08-11
231430,255,5539,164688,2024-08-11
1184370,256,4078,46724,2024-08-11
2471100,257,3405,4779,2024-08-11
872410,258,3582,16482,2024-08-11
1363080,259,4727,173178,2024-08-11
1145350,260,3332,103567,2024-08-11
644930,261,4014,22395,2024-08-11
2951630,262,4339,7980,2024-08-11
993090,263,3427,4052,2024-08-11
570940,264,3681,24501,2024-08-11
1811260,265,4680,110878,2024-08-11
2325290,266,4058,8806,2024-08-11
1371580,267,3404,47654,2024-08-11
1447430,268,4700,11085,2024-08-11
392160,269,4538,15198,2024-08-11
1290000,270,3160,10512,2024-08-11
877280,271,3840,6966,2024-08-11
1343400,272,3275,12569,2024-08-11
1092790,273,2849,17072,2024-08-11
655500,274,2946,3842,2024-08-11
881100,275,3274,9256,2024-08-11
2161700,276,3164,45002,2024-08-11
534380,277,4847,274983,2024-08-11
2250040,278,4603,10040,2024-08-11
1859910,279,4170,24278,2024-08-11
1284190,280,4195,28416,2024-08-11
2849080,281,3848,21133,2024-08-11
601510,282,2956,21520,2024-08-11
379430,283,4754,96069,2024-08-11
1922560,284,2631,9670,2024-08-11
208650,285,3328,27406,2024-08-11
1407200,286,5470,8024,2024-08-11
958260,287,2929,11284,2024-08-11
602960,288,3750,19655,2024-08-11
2231380,289,3660,14382,2024-08-11
728880,290,6458,12716,2024-08-11
4700,291,4549,8453,2024-08-11
782330,292,3356,104891,2024-08-11
703080,293,4551,38630,2024-08-11
282070,294,3669,9503,2024-08-11
34330,295,3553,54115,2024-08-11
356190,296,3564,68183,2024-08-11
1477070,297,3558,3558,2024-08-11
431240,298,2388,20750,2024-08-11
400750,299,3937,8831,2024-08-11
1677280,300,4038,36646,2024-08-11
1304930,301,2889,36689,2024-08-11
504230,302,3096,7782,2024-08-11
386180,303,4058,12170,2024-08-11
1189490,304,3430,26379,2024-08-11
323190,305,3812,29361,2024-08-11
1874880,306,3699,12342,2024-08-11
1201240,307,3592,8166,2024-08-11
1465360,308,4404,11145,2024-08-11
2668080,309,3132,9964,2024-08-11
2186680,310,3632,45405,2024-08-11
1891700,311,2818,3387,2024-08-11
1824220,312,2499,16959,2024-08-11
1336980,313,2731,11783,2024-08-11
2552430,314,2606,11152,2024-08-11
2524890,315,3024,25014,2024-08-11
2208920,316,3946,15679,2024-08-11
671860,317,3121,87323,2024-08-11
916440,318,3871,25302,2024-08-11
1985810,319,2628,3693,2024-08-11
2066020,320,3131,18854,2024-08-11
594570,321,3339,84920,2024-08-11
581320,322,2757,14606,2024-08-11
335300,323,2723,12106,2024-08-11
203770,324,3096,141439,2024-08-11
12210,325,3286,11696,2024-08-11
835570,326,6769,19178,2024-08-11
219990,327,3230,61458,2024-08-11
1948980,328,2838,28936,2024-08-11
1637320,329,2818,6883,2024-08-11
495420,330,2762,22728,2024-08-11
505460,331,3260,11791,2024-08-11
447040,332,3100,18138,2024-08-11
2427700,333,2823,36557,2024-08-11
268910,334,2702,19026,2024-08-11
1943950,335,4778,16529,2024-08-11
588650,336,2988,14910,2024-08-11
1569040,337,3838,88767,2024-08-11
784150,338,5253,8264,2024-08-11
1875830,339,2380,21749,2024-08-11
204360,340,2324,16013,2024-08-11
1128810,341,2804,11716,2024-08-11
1097150,342,2154,172213,2024-08-11
568220,343,2549,7928,2024-08-11
1259420,344,3269,27450,2024-08-11
2281730,345,3016,7141,2024-08-11
1621690,346,2855,34508,2024-08-11
471710,347,2723,7154,2024-08-11
961200,348,2127,7339,2024-08-11
1506830,349,3238,108295,2024-08-11
219740,350,2566,16796,2024-08-11
266840,351,2668,11074,2024-08-11
1888160,352,2330,156171,2024-08-11
1068820,353,1905,2197,2024-08-11
1588010,354,2015,3824,2024-08-11
508440,355,2334,13674,2024-08-11
2961880,356,2379,2379,2024-08-11
1607250,357,1976,46591,2024-08-11
1971870,358,2468,38129,2024-08-11
1229490,359,2428,28076,2024-08-11
