GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1280074,1818773,2024-08-13
2923300,2,437514,917272,2024-08-13
570,3,641131,1295114,2024-08-13
578080,4,663186,3257248,2024-08-13
218,5,189264,221857,2024-08-13
1172470,6,239544,624473,2024-08-13
2139460,7,145457,231668,2024-08-13
1203220,8,267102,385770,2024-08-13
271590,9,165840,364548,2024-08-13
431960,10,119237,150375,2024-08-13
1245620,11,106930,953426,2024-08-13
440,12,82310,253997,2024-08-13
1938090,13,83096,491670,2024-08-13
252490,14,125853,245243,2024-08-13
1086940,15,90246,875343,2024-08-13
413150,16,106044,236614,2024-08-13
238960,17,114485,229337,2024-08-13
1782210,18,57411,75967,2024-08-13
251570,19,80828,125419,2024-08-13
359550,20,61244,201933,2024-08-13
3132990,21,47645,47645,2024-08-13
2074920,22,68124,264860,2024-08-13
236390,23,92591,121318,2024-08-13
230410,24,55179,189837,2024-08-13
436150,25,43064,47136,2024-08-13
1085660,26,42868,316750,2024-08-13
289070,27,57691,162657,2024-08-13
381210,28,51466,105093,2024-08-13
438100,29,36793,52956,2024-08-13
39210,30,40483,95150,2024-08-13
553850,31,37646,458709,2024-08-13
2357570,32,43678,75608,2024-08-13
2195250,33,62283,107359,2024-08-13
2977660,34,34452,90669,2024-08-13
1281930,35,43100,47602,2024-08-13
550,36,29994,162399,2024-08-13
2252570,37,64681,89478,2024-08-13
1222670,38,39578,96328,2024-08-13
394360,39,49377,78108,2024-08-13
582010,40,52550,334684,2024-08-13
304930,41,32224,112703,2024-08-13
105600,42,35781,489886,2024-08-13
322330,43,47255,115925,2024-08-13
1623730,44,39893,2101867,2024-08-13
221100,45,50131,73418,2024-08-13
1174180,46,36714,77655,2024-08-13
108600,47,27567,65505,2024-08-13
1366800,48,32196,35101,2024-08-13
3016800,49,47109,51382,2024-08-13
346110,50,36984,248405,2024-08-13
489830,51,27141,69906,2024-08-13
1091500,52,27701,1054388,2024-08-13
1449850,53,28575,262689,2024-08-13
294100,54,25470,62257,2024-08-13
2344520,55,31366,39782,2024-08-13
1599340,56,25568,1325305,2024-08-13
377160,57,27046,472962,2024-08-13
2016590,58,22586,57164,2024-08-13
1623660,59,17718,97173,2024-08-13
252950,60,27441,147632,2024-08-13
218620,61,20122,247709,2024-08-13
